Stock,Date,Close
MSFT,10-26-2018,$106.96
MSFT,10-25-2018,$108.30
MSFT,10-24-2018,$102.32
MSFT,10-23-2018,$108.10
MSFT,10-22-2018,$109.63
MSFT,10-19-2018,$108.66
MSFT,10-18-2018,$108.50
MSFT,10-17-2018,$110.71
MSFT,10-16-2018,$111.00
MSFT,10-15-2018,$107.60
MSFT,10-12-2018,$109.57
MSFT,10-11-2018,$105.91
MSFT,10-10-2018,$106.16
MSFT,10-09-2018,$112.26
MSFT,10-08-2018,$110.85
MSFT,10-05-2018,$112.13
MSFT,10-04-2018,$112.79
MSFT,10-03-2018,$115.17
MSFT,10-02-2018,$115.15
MSFT,10-01-2018,$115.61
MSFT,09-28-2018,$114.37
MSFT,09-27-2018,$114.41
MSFT,09-26-2018,$113.98
MSFT,09-25-2018,$114.45
MSFT,09-24-2018,$114.67
MSFT,09-21-2018,$114.26
MSFT,09-20-2018,$113.57
MSFT,09-19-2018,$111.70
MSFT,09-18-2018,$113.21
MSFT,09-17-2018,$112.14
MSFT,09-14-2018,$113.37
MSFT,09-13-2018,$112.91
MSFT,09-12-2018,$111.71
MSFT,09-11-2018,$111.24
MSFT,09-10-2018,$109.38
MSFT,09-07-2018,$108.21
MSFT,09-06-2018,$108.74
MSFT,09-05-2018,$108.49
MSFT,09-04-2018,$111.71
MSFT,08-31-2018,$112.33
MSFT,08-30-2018,$111.95
MSFT,08-29-2018,$112.02
MSFT,08-28-2018,$110.26
MSFT,08-27-2018,$109.60
MSFT,08-24-2018,$108.40
MSFT,08-23-2018,$107.56
MSFT,08-22-2018,$107.06
MSFT,08-21-2018,$105.98
MSFT,08-20-2018,$106.87
MSFT,08-17-2018,$107.58
MSFT,08-16-2018,$107.64
MSFT,08-15-2018,$107.66
MSFT,08-14-2018,$109.56
MSFT,08-13-2018,$108.21
MSFT,08-10-2018,$109.00
MSFT,08-09-2018,$109.67
MSFT,08-08-2018,$109.49
MSFT,08-07-2018,$108.88
MSFT,08-06-2018,$108.13
MSFT,08-03-2018,$108.04
MSFT,08-02-2018,$107.57
MSFT,08-01-2018,$106.28
MSFT,07-31-2018,$106.08
MSFT,07-30-2018,$105.37
MSFT,07-27-2018,$107.68
MSFT,07-26-2018,$109.62
MSFT,07-25-2018,$110.83
MSFT,07-24-2018,$107.66
MSFT,07-23-2018,$107.97
MSFT,07-20-2018,$106.27
MSFT,07-19-2018,$104.40
MSFT,07-18-2018,$105.12
MSFT,07-17-2018,$105.95
MSFT,07-16-2018,$104.91
MSFT,07-13-2018,$105.43
MSFT,07-12-2018,$104.19
MSFT,07-11-2018,$101.98
MSFT,07-10-2018,$102.12
MSFT,07-09-2018,$101.85
MSFT,07-06-2018,$101.16
MSFT,07-05-2018,$99.76
MSFT,07-03-2018,$99.05
MSFT,07-02-2018,$100.01
MSFT,06-29-2018,$98.61
MSFT,06-28-2018,$98.63
MSFT,06-27-2018,$97.54
MSFT,06-26-2018,$99.08
MSFT,06-25-2018,$98.39
MSFT,06-22-2018,$100.41
MSFT,06-21-2018,$101.14
MSFT,06-20-2018,$101.87
MSFT,06-19-2018,$100.86
MSFT,06-18-2018,$100.86
MSFT,06-15-2018,$100.13
MSFT,06-14-2018,$101.42
MSFT,06-13-2018,$100.85
MSFT,06-12-2018,$101.31
MSFT,06-11-2018,$101.05
MSFT,06-08-2018,$101.63
MSFT,06-07-2018,$100.88
MSFT,06-06-2018,$102.49
MSFT,06-05-2018,$102.19
MSFT,06-04-2018,$101.67
MSFT,06-01-2018,$100.79
MSFT,05-31-2018,$98.84
MSFT,05-30-2018,$98.95
MSFT,05-29-2018,$98.01
MSFT,05-25-2018,$98.36
MSFT,05-24-2018,$98.31
MSFT,05-23-2018,$98.66
MSFT,05-22-2018,$97.50
MSFT,05-21-2018,$97.60
MSFT,05-18-2018,$96.36
MSFT,05-17-2018,$96.18
MSFT,05-16-2018,$97.15
MSFT,05-15-2018,$97.32
MSFT,05-14-2018,$98.03
MSFT,05-11-2018,$97.70
MSFT,05-10-2018,$97.91
MSFT,05-09-2018,$96.94
MSFT,05-08-2018,$95.81
MSFT,05-07-2018,$96.22
MSFT,05-04-2018,$95.16
MSFT,05-03-2018,$94.07
MSFT,05-02-2018,$93.51
MSFT,05-01-2018,$95.00
MSFT,04-30-2018,$93.52
MSFT,04-27-2018,$95.82
MSFT,04-26-2018,$94.26
MSFT,04-25-2018,$92.31
MSFT,04-24-2018,$93.12
MSFT,04-23-2018,$95.35
MSFT,04-20-2018,$95.00
MSFT,04-19-2018,$96.11
MSFT,04-18-2018,$96.44
MSFT,04-17-2018,$96.07
MSFT,04-16-2018,$94.17
MSFT,04-13-2018,$93.08
MSFT,04-12-2018,$93.58
MSFT,04-11-2018,$91.86
MSFT,04-10-2018,$92.88
MSFT,04-09-2018,$90.77
MSFT,04-06-2018,$90.23
MSFT,04-05-2018,$92.38
MSFT,04-04-2018,$92.33
MSFT,04-03-2018,$89.71
MSFT,04-02-2018,$88.52
MSFT,03-29-2018,$91.27
MSFT,03-28-2018,$89.39
MSFT,03-27-2018,$89.47
MSFT,03-26-2018,$93.78
MSFT,03-23-2018,$87.18
MSFT,03-22-2018,$89.79
MSFT,03-21-2018,$92.48
MSFT,03-20-2018,$93.13
MSFT,03-19-2018,$92.89
MSFT,03-16-2018,$94.60
MSFT,03-15-2018,$94.18
MSFT,03-14-2018,$93.85
MSFT,03-13-2018,$94.41
MSFT,03-12-2018,$96.77
MSFT,03-09-2018,$96.54
MSFT,03-08-2018,$94.43
MSFT,03-07-2018,$93.86
MSFT,03-06-2018,$93.32
MSFT,03-05-2018,$93.64
MSFT,03-02-2018,$93.05
MSFT,03-01-2018,$92.85
MSFT,02-28-2018,$93.77
MSFT,02-27-2018,$94.20
MSFT,02-26-2018,$95.42
MSFT,02-23-2018,$94.06
MSFT,02-22-2018,$91.73
MSFT,02-21-2018,$91.49
MSFT,02-20-2018,$92.72
MSFT,02-16-2018,$92.00
MSFT,02-15-2018,$92.66
MSFT,02-14-2018,$90.81
MSFT,02-13-2018,$89.83
MSFT,02-12-2018,$89.13
MSFT,02-09-2018,$88.18
MSFT,02-08-2018,$85.01
MSFT,02-07-2018,$89.61
MSFT,02-06-2018,$91.33
MSFT,02-05-2018,$88.00
MSFT,02-02-2018,$91.78
MSFT,02-01-2018,$94.26
MSFT,01-31-2018,$95.01
MSFT,01-30-2018,$92.74
MSFT,01-29-2018,$93.92
MSFT,01-26-2018,$94.06
MSFT,01-25-2018,$92.33
MSFT,01-24-2018,$91.82
MSFT,01-23-2018,$91.90
MSFT,01-22-2018,$91.61
MSFT,01-19-2018,$90.00
MSFT,01-18-2018,$90.10
MSFT,01-17-2018,$90.14
MSFT,01-16-2018,$88.35
MSFT,01-12-2018,$89.60
MSFT,01-11-2018,$88.08
MSFT,01-10-2018,$87.82
MSFT,01-09-2018,$88.22
MSFT,01-08-2018,$88.28
MSFT,01-05-2018,$88.19
MSFT,01-04-2018,$87.11
MSFT,01-03-2018,$86.35
MSFT,01-02-2018,$85.95
MSFT,12-29-2017,$85.54
MSFT,12-28-2017,$85.72
MSFT,12-27-2017,$85.71
MSFT,12-26-2017,$85.40
MSFT,12-22-2017,$85.51
MSFT,12-21-2017,$85.50
MSFT,12-20-2017,$85.52
MSFT,12-19-2017,$85.83
MSFT,12-18-2017,$86.38
MSFT,12-15-2017,$86.85
MSFT,12-14-2017,$84.69
MSFT,12-13-2017,$85.35
MSFT,12-12-2017,$85.58
MSFT,12-11-2017,$85.23
MSFT,12-08-2017,$84.16
MSFT,12-07-2017,$82.49
MSFT,12-06-2017,$82.78
MSFT,12-05-2017,$81.59
MSFT,12-04-2017,$81.08
MSFT,12-01-2017,$84.26
MSFT,11-30-2017,$84.17
MSFT,11-29-2017,$83.34
MSFT,11-28-2017,$84.88
MSFT,11-27-2017,$83.87
MSFT,11-24-2017,$83.26
MSFT,11-22-2017,$83.11
MSFT,11-21-2017,$83.72
MSFT,11-20-2017,$82.53
MSFT,11-17-2017,$82.40
MSFT,11-16-2017,$83.20
MSFT,11-15-2017,$82.98
MSFT,11-14-2017,$84.05
MSFT,11-13-2017,$83.93
MSFT,11-10-2017,$83.87
MSFT,11-09-2017,$84.09
MSFT,11-08-2017,$84.56
MSFT,11-07-2017,$84.27
MSFT,11-06-2017,$84.47
MSFT,11-03-2017,$84.14
MSFT,11-02-2017,$84.05
MSFT,11-01-2017,$83.18
MSFT,10-31-2017,$83.18
MSFT,10-30-2017,$83.89
MSFT,10-27-2017,$83.81
MSFT,10-26-2017,$78.76
MSFT,10-25-2017,$78.63
MSFT,10-24-2017,$78.86
MSFT,10-23-2017,$78.83
MSFT,10-20-2017,$78.81
MSFT,10-19-2017,$77.91
MSFT,10-18-2017,$77.61
MSFT,10-17-2017,$77.59
MSFT,10-16-2017,$77.65
MSFT,10-13-2017,$77.49
MSFT,10-12-2017,$77.12
MSFT,10-11-2017,$76.42
MSFT,10-10-2017,$76.29
MSFT,10-09-2017,$76.29
MSFT,10-06-2017,$76.00
MSFT,10-05-2017,$75.97
MSFT,10-04-2017,$74.69
MSFT,10-03-2017,$74.26
MSFT,10-02-2017,$74.61
MSFT,09-29-2017,$74.49
MSFT,09-28-2017,$73.87
MSFT,09-27-2017,$73.85
MSFT,09-26-2017,$73.26
MSFT,09-25-2017,$73.26
MSFT,09-22-2017,$74.41
MSFT,09-21-2017,$74.21
MSFT,09-20-2017,$74.94
MSFT,09-19-2017,$75.44
MSFT,09-18-2017,$75.16
MSFT,09-15-2017,$75.31
MSFT,09-14-2017,$74.77
MSFT,09-13-2017,$75.21
MSFT,09-12-2017,$74.68
MSFT,09-11-2017,$74.76
MSFT,09-08-2017,$73.98
MSFT,09-07-2017,$74.34
MSFT,09-06-2017,$73.40
MSFT,09-05-2017,$73.61
MSFT,09-01-2017,$73.94
MSFT,08-31-2017,$74.77
MSFT,08-30-2017,$74.01
MSFT,08-29-2017,$73.05
MSFT,08-28-2017,$72.83
MSFT,08-25-2017,$72.82
MSFT,08-24-2017,$72.69
MSFT,08-23-2017,$72.72
MSFT,08-22-2017,$73.16
MSFT,08-21-2017,$72.15
MSFT,08-18-2017,$72.49
MSFT,08-17-2017,$72.40
MSFT,08-16-2017,$73.65
MSFT,08-15-2017,$73.22
MSFT,08-14-2017,$73.59
MSFT,08-11-2017,$72.50
MSFT,08-10-2017,$71.41
MSFT,08-09-2017,$72.47
MSFT,08-08-2017,$72.79
MSFT,08-07-2017,$72.40
MSFT,08-04-2017,$72.68
MSFT,08-03-2017,$72.15
MSFT,08-02-2017,$72.26
MSFT,08-01-2017,$72.58
MSFT,07-31-2017,$72.70
MSFT,07-28-2017,$73.04
MSFT,07-27-2017,$73.16
MSFT,07-26-2017,$74.05
MSFT,07-25-2017,$74.19
MSFT,07-24-2017,$73.60
MSFT,07-21-2017,$73.79
MSFT,07-20-2017,$74.22
MSFT,07-19-2017,$73.86
MSFT,07-18-2017,$73.30
MSFT,07-17-2017,$73.35
MSFT,07-14-2017,$72.78
MSFT,07-13-2017,$71.77
MSFT,07-12-2017,$71.15
MSFT,07-11-2017,$69.99
MSFT,07-10-2017,$69.98
MSFT,07-07-2017,$69.46
MSFT,07-06-2017,$68.57
MSFT,07-05-2017,$69.08
MSFT,07-03-2017,$68.17
MSFT,06-30-2017,$68.93
MSFT,06-29-2017,$68.49
MSFT,06-28-2017,$69.80
MSFT,06-27-2017,$69.21
MSFT,06-26-2017,$70.53
MSFT,06-23-2017,$71.21
MSFT,06-22-2017,$70.26
MSFT,06-21-2017,$70.27
MSFT,06-20-2017,$69.91
MSFT,06-19-2017,$70.87
MSFT,06-16-2017,$70.00
MSFT,06-15-2017,$69.90
MSFT,06-14-2017,$70.27
MSFT,06-13-2017,$70.65
MSFT,06-12-2017,$69.78
MSFT,06-09-2017,$70.32
MSFT,06-08-2017,$71.95
MSFT,06-07-2017,$72.39
MSFT,06-06-2017,$72.52
MSFT,06-05-2017,$72.28
MSFT,06-02-2017,$71.76
MSFT,06-01-2017,$70.10
MSFT,05-31-2017,$69.84
MSFT,05-30-2017,$70.41
MSFT,05-26-2017,$69.96
MSFT,05-25-2017,$69.62
MSFT,05-24-2017,$68.77
MSFT,05-23-2017,$68.68
MSFT,05-22-2017,$68.45
MSFT,05-19-2017,$67.69
MSFT,05-18-2017,$67.71
MSFT,05-17-2017,$67.48
MSFT,05-16-2017,$69.41
MSFT,05-15-2017,$68.43
MSFT,05-12-2017,$68.38
MSFT,05-11-2017,$68.46
MSFT,05-10-2017,$69.31
MSFT,05-09-2017,$69.04
MSFT,05-08-2017,$68.94
MSFT,05-05-2017,$69.00
MSFT,05-04-2017,$68.81
MSFT,05-03-2017,$69.08
MSFT,05-02-2017,$69.30
MSFT,05-01-2017,$69.41
MSFT,04-28-2017,$68.46
MSFT,04-27-2017,$68.27
MSFT,04-26-2017,$67.83
MSFT,04-25-2017,$67.92
MSFT,04-24-2017,$67.53
MSFT,04-21-2017,$66.40
MSFT,04-20-2017,$65.50
MSFT,04-19-2017,$65.04
MSFT,04-18-2017,$65.39
MSFT,04-17-2017,$65.48
MSFT,04-13-2017,$64.95
MSFT,04-12-2017,$65.23
MSFT,04-11-2017,$65.48
MSFT,04-10-2017,$65.53
MSFT,04-07-2017,$65.68
MSFT,04-06-2017,$65.73
MSFT,04-05-2017,$65.56
MSFT,04-04-2017,$65.73
MSFT,04-03-2017,$65.55
MSFT,03-31-2017,$65.86
MSFT,03-30-2017,$65.71
MSFT,03-29-2017,$65.47
MSFT,03-28-2017,$65.29
MSFT,03-27-2017,$65.10
MSFT,03-24-2017,$64.98
MSFT,03-23-2017,$64.87
MSFT,03-22-2017,$65.03
MSFT,03-21-2017,$64.21
MSFT,03-20-2017,$64.93
MSFT,03-17-2017,$64.87
MSFT,03-16-2017,$64.64
MSFT,03-15-2017,$64.75
MSFT,03-14-2017,$64.41
MSFT,03-13-2017,$64.71
MSFT,03-10-2017,$64.93
MSFT,03-09-2017,$64.73
MSFT,03-08-2017,$64.99
MSFT,03-07-2017,$64.40
MSFT,03-06-2017,$64.27
MSFT,03-03-2017,$64.25
MSFT,03-02-2017,$64.01
MSFT,03-01-2017,$64.94
MSFT,02-28-2017,$63.98
MSFT,02-27-2017,$64.23
MSFT,02-24-2017,$64.62
MSFT,02-23-2017,$64.62
MSFT,02-22-2017,$64.36
MSFT,02-21-2017,$64.49
MSFT,02-17-2017,$64.62
MSFT,02-16-2017,$64.52
MSFT,02-15-2017,$64.53
MSFT,02-14-2017,$64.57
MSFT,02-13-2017,$64.72
MSFT,02-10-2017,$64.00
MSFT,02-09-2017,$64.06
MSFT,02-08-2017,$63.34
MSFT,02-07-2017,$63.43
MSFT,02-06-2017,$63.64
MSFT,02-03-2017,$63.68
MSFT,02-02-2017,$63.17
MSFT,02-01-2017,$63.58
MSFT,01-31-2017,$64.65
MSFT,01-30-2017,$65.13
MSFT,01-27-2017,$65.78
MSFT,01-26-2017,$64.27
MSFT,01-25-2017,$63.68
MSFT,01-24-2017,$63.52
MSFT,01-23-2017,$62.96
MSFT,01-20-2017,$62.74
MSFT,01-19-2017,$62.30
MSFT,01-18-2017,$62.50
MSFT,01-17-2017,$62.53
MSFT,01-13-2017,$62.70
MSFT,01-12-2017,$62.61
MSFT,01-11-2017,$63.19
MSFT,01-10-2017,$62.62
MSFT,01-09-2017,$62.64
MSFT,01-06-2017,$62.84
MSFT,01-05-2017,$62.30
MSFT,01-04-2017,$62.30
MSFT,01-03-2017,$62.58
MSFT,12-30-2016,$62.14
MSFT,12-29-2016,$62.90
MSFT,12-28-2016,$62.99
MSFT,12-27-2016,$63.28
MSFT,12-23-2016,$63.24
MSFT,12-22-2016,$63.55
MSFT,12-21-2016,$63.54
MSFT,12-20-2016,$63.54
MSFT,12-19-2016,$63.62
MSFT,12-16-2016,$62.30
MSFT,12-15-2016,$62.58
MSFT,12-14-2016,$62.68
MSFT,12-13-2016,$62.98
MSFT,12-12-2016,$62.17
MSFT,12-09-2016,$61.97
MSFT,12-08-2016,$61.01
MSFT,12-07-2016,$61.37
MSFT,12-06-2016,$59.95
MSFT,12-05-2016,$60.22
MSFT,12-02-2016,$59.25
MSFT,12-01-2016,$59.20
MSFT,11-30-2016,$60.26
MSFT,11-29-2016,$61.09
MSFT,11-28-2016,$60.61
MSFT,11-25-2016,$60.53
MSFT,11-23-2016,$60.40
MSFT,11-22-2016,$61.12
MSFT,11-21-2016,$60.86
MSFT,11-18-2016,$60.35
MSFT,11-17-2016,$60.64
MSFT,11-16-2016,$59.65
MSFT,11-15-2016,$58.87
MSFT,11-14-2016,$58.12
MSFT,11-11-2016,$59.02
MSFT,11-10-2016,$58.70
MSFT,11-09-2016,$60.17
MSFT,11-08-2016,$60.47
MSFT,11-07-2016,$60.42
MSFT,11-04-2016,$58.71
MSFT,11-03-2016,$59.21
MSFT,11-02-2016,$59.43
MSFT,11-01-2016,$59.80
MSFT,10-31-2016,$59.92
MSFT,10-28-2016,$59.87
MSFT,10-27-2016,$60.10
MSFT,10-26-2016,$60.63
MSFT,10-25-2016,$60.99
MSFT,10-24-2016,$61.00
MSFT,10-21-2016,$59.66
MSFT,10-20-2016,$57.25
MSFT,10-19-2016,$57.53
MSFT,10-18-2016,$57.66
MSFT,10-17-2016,$57.22
MSFT,10-14-2016,$57.42
MSFT,10-13-2016,$56.92
MSFT,10-12-2016,$57.11
MSFT,10-11-2016,$57.19
MSFT,10-10-2016,$58.04
MSFT,10-07-2016,$57.80
MSFT,10-06-2016,$57.74
MSFT,10-05-2016,$57.64
MSFT,10-04-2016,$57.24
MSFT,10-03-2016,$57.42
MSFT,09-30-2016,$57.60
MSFT,09-29-2016,$57.40
MSFT,09-28-2016,$58.03
MSFT,09-27-2016,$57.95
MSFT,09-26-2016,$56.90
MSFT,09-23-2016,$57.43
MSFT,09-22-2016,$57.82
MSFT,09-21-2016,$57.76
MSFT,09-20-2016,$56.81
MSFT,09-19-2016,$56.93
MSFT,09-16-2016,$57.25
MSFT,09-15-2016,$57.19
MSFT,09-14-2016,$56.26
MSFT,09-13-2016,$56.53
MSFT,09-12-2016,$57.05
MSFT,09-09-2016,$56.21
MSFT,09-08-2016,$57.43
MSFT,09-07-2016,$57.66
MSFT,09-06-2016,$57.61
MSFT,09-02-2016,$57.67
MSFT,09-01-2016,$57.59
MSFT,08-31-2016,$57.46
MSFT,08-30-2016,$57.89
MSFT,08-29-2016,$58.10
MSFT,08-26-2016,$58.03
MSFT,08-25-2016,$58.17
MSFT,08-24-2016,$57.95
MSFT,08-23-2016,$57.89
MSFT,08-22-2016,$57.67
MSFT,08-19-2016,$57.62
MSFT,08-18-2016,$57.60
MSFT,08-17-2016,$57.56
MSFT,08-16-2016,$57.44
MSFT,08-15-2016,$58.12
MSFT,08-12-2016,$57.94
MSFT,08-11-2016,$58.30
MSFT,08-10-2016,$58.02
MSFT,08-09-2016,$58.20
MSFT,08-08-2016,$58.06
MSFT,08-05-2016,$57.96
MSFT,08-04-2016,$57.39
MSFT,08-03-2016,$56.97
MSFT,08-02-2016,$56.58
MSFT,08-01-2016,$56.58
MSFT,07-29-2016,$56.68
MSFT,07-28-2016,$56.21
MSFT,07-27-2016,$56.19
MSFT,07-26-2016,$56.76
MSFT,07-25-2016,$56.73
MSFT,07-22-2016,$56.57
MSFT,07-21-2016,$55.80
MSFT,07-20-2016,$55.91
MSFT,07-19-2016,$53.09
MSFT,07-18-2016,$53.96
MSFT,07-15-2016,$53.70
MSFT,07-14-2016,$53.74
MSFT,07-13-2016,$53.51
MSFT,07-12-2016,$53.21
MSFT,07-11-2016,$52.59
MSFT,07-08-2016,$52.30
MSFT,07-07-2016,$51.38
MSFT,07-06-2016,$51.38
MSFT,07-05-2016,$51.17
MSFT,07-01-2016,$51.16
MSFT,06-30-2016,$51.17
MSFT,06-29-2016,$50.54
MSFT,06-28-2016,$49.44
MSFT,06-27-2016,$48.43
MSFT,06-24-2016,$49.83
MSFT,06-23-2016,$51.91
MSFT,06-22-2016,$50.99
MSFT,06-21-2016,$51.19
MSFT,06-20-2016,$50.07
MSFT,06-17-2016,$50.13
MSFT,06-16-2016,$50.39
MSFT,06-15-2016,$49.69
MSFT,06-14-2016,$49.83
MSFT,06-13-2016,$50.14
MSFT,06-10-2016,$51.48
MSFT,06-09-2016,$51.62
MSFT,06-08-2016,$52.04
MSFT,06-07-2016,$52.10
MSFT,06-06-2016,$52.13
MSFT,06-03-2016,$51.79
MSFT,06-02-2016,$52.48
MSFT,06-01-2016,$52.85
MSFT,05-31-2016,$53.00
MSFT,05-27-2016,$52.32
MSFT,05-26-2016,$51.89
MSFT,05-25-2016,$52.12
MSFT,05-24-2016,$51.59
MSFT,05-23-2016,$50.03
MSFT,05-20-2016,$50.62
MSFT,05-19-2016,$50.32
MSFT,05-18-2016,$50.81
MSFT,05-17-2016,$50.51
MSFT,05-16-2016,$51.83
MSFT,05-13-2016,$51.08
MSFT,05-12-2016,$51.51
MSFT,05-11-2016,$51.05
MSFT,05-10-2016,$51.02
MSFT,05-09-2016,$50.07
MSFT,05-06-2016,$50.39
MSFT,05-05-2016,$49.94
MSFT,05-04-2016,$49.87
MSFT,05-03-2016,$49.78
MSFT,05-02-2016,$50.61
MSFT,04-29-2016,$49.87
MSFT,04-28-2016,$49.90
MSFT,04-27-2016,$50.94
MSFT,04-26-2016,$51.44
MSFT,04-25-2016,$52.11
MSFT,04-22-2016,$51.78
MSFT,04-21-2016,$55.78
MSFT,04-20-2016,$55.59
MSFT,04-19-2016,$56.39
MSFT,04-18-2016,$56.46
MSFT,04-15-2016,$55.65
MSFT,04-14-2016,$55.36
MSFT,04-13-2016,$55.35
MSFT,04-12-2016,$54.65
MSFT,04-11-2016,$54.31
MSFT,04-08-2016,$54.42
MSFT,04-07-2016,$54.46
MSFT,04-06-2016,$55.12
MSFT,04-05-2016,$54.56
MSFT,04-04-2016,$55.43
MSFT,04-01-2016,$55.57
MSFT,03-31-2016,$55.23
MSFT,03-30-2016,$55.05
MSFT,03-29-2016,$54.71
MSFT,03-28-2016,$53.54
MSFT,03-24-2016,$54.21
MSFT,03-23-2016,$53.97
MSFT,03-22-2016,$54.07
MSFT,03-21-2016,$53.86
MSFT,03-18-2016,$53.49
MSFT,03-17-2016,$54.66
MSFT,03-16-2016,$54.35
MSFT,03-15-2016,$53.59
MSFT,03-14-2016,$53.17
MSFT,03-11-2016,$53.07
MSFT,03-10-2016,$52.05
MSFT,03-09-2016,$52.84
MSFT,03-08-2016,$51.65
MSFT,03-07-2016,$51.03
MSFT,03-04-2016,$52.03
MSFT,03-03-2016,$52.35
MSFT,03-02-2016,$52.95
MSFT,03-01-2016,$52.58
MSFT,02-29-2016,$50.88
MSFT,02-26-2016,$51.30
MSFT,02-25-2016,$52.10
MSFT,02-24-2016,$51.36
MSFT,02-23-2016,$51.18
MSFT,02-22-2016,$52.65
MSFT,02-19-2016,$51.82
MSFT,02-18-2016,$52.19
MSFT,02-17-2016,$52.42
MSFT,02-16-2016,$51.09
MSFT,02-12-2016,$50.50
MSFT,02-11-2016,$49.69
MSFT,02-10-2016,$49.71
MSFT,02-09-2016,$49.28
MSFT,02-08-2016,$49.41
MSFT,02-05-2016,$50.16
MSFT,02-04-2016,$52.00
MSFT,02-03-2016,$52.16
MSFT,02-02-2016,$53.00
MSFT,02-01-2016,$54.71
MSFT,01-29-2016,$55.09
MSFT,01-28-2016,$52.055
MSFT,01-27-2016,$51.22
MSFT,01-26-2016,$52.17
MSFT,01-25-2016,$51.79
MSFT,01-22-2016,$52.29
MSFT,01-21-2016,$50.48
MSFT,01-20-2016,$50.79
MSFT,01-19-2016,$50.56
MSFT,01-15-2016,$50.99
MSFT,01-14-2016,$53.11
MSFT,01-13-2016,$51.64
MSFT,01-12-2016,$52.78
MSFT,01-11-2016,$52.30
MSFT,01-08-2016,$52.33
MSFT,01-07-2016,$52.17
MSFT,01-06-2016,$54.05
MSFT,01-05-2016,$55.05
MSFT,01-04-2016,$54.80
MSFT,12-31-2015,$55.48
MSFT,12-30-2015,$56.31
MSFT,12-29-2015,$56.55
MSFT,12-28-2015,$55.95
MSFT,12-24-2015,$55.67
MSFT,12-23-2015,$55.82
MSFT,12-22-2015,$55.35
MSFT,12-21-2015,$54.83
MSFT,12-18-2015,$54.13
MSFT,12-17-2015,$55.70
MSFT,12-16-2015,$56.13
MSFT,12-15-2015,$55.20
MSFT,12-14-2015,$55.14
MSFT,12-11-2015,$54.06
MSFT,12-10-2015,$55.27
MSFT,12-09-2015,$54.98
MSFT,12-08-2015,$55.79
MSFT,12-07-2015,$55.81
MSFT,12-04-2015,$55.91
MSFT,12-03-2015,$54.20
MSFT,12-02-2015,$55.21
MSFT,12-01-2015,$55.22
MSFT,11-30-2015,$54.35
MSFT,11-27-2015,$53.93
MSFT,11-25-2015,$53.69
MSFT,11-24-2015,$54.25
MSFT,11-23-2015,$54.19
MSFT,11-20-2015,$54.19
MSFT,11-19-2015,$53.94
MSFT,11-18-2015,$53.85
MSFT,11-17-2015,$52.97
MSFT,11-16-2015,$53.765
MSFT,11-13-2015,$52.84
MSFT,11-12-2015,$53.32
MSFT,11-11-2015,$53.65
MSFT,11-10-2015,$53.51
MSFT,11-09-2015,$54.16
MSFT,11-06-2015,$54.92
MSFT,11-05-2015,$54.38
MSFT,11-04-2015,$54.40
MSFT,11-03-2015,$54.15
MSFT,11-02-2015,$53.24
MSFT,10-30-2015,$52.64
MSFT,10-29-2015,$53.36
MSFT,10-28-2015,$53.98
MSFT,10-27-2015,$53.69
MSFT,10-26-2015,$54.25
MSFT,10-23-2015,$52.87
MSFT,10-22-2015,$48.03
MSFT,10-21-2015,$47.20
MSFT,10-20-2015,$47.77
MSFT,10-19-2015,$47.62
MSFT,10-16-2015,$47.51
MSFT,10-15-2015,$47.01
MSFT,10-14-2015,$46.68
MSFT,10-13-2015,$46.89
MSFT,10-12-2015,$47.00
MSFT,10-09-2015,$47.11
MSFT,10-08-2015,$47.45
MSFT,10-07-2015,$46.80
MSFT,10-06-2015,$46.75
MSFT,10-05-2015,$46.63
MSFT,10-02-2015,$45.57
MSFT,10-01-2015,$44.61
MSFT,09-30-2015,$44.26
MSFT,09-29-2015,$43.44
MSFT,09-28-2015,$43.29
MSFT,09-25-2015,$43.94
MSFT,09-24-2015,$43.91
MSFT,09-23-2015,$43.87
MSFT,09-22-2015,$43.90
MSFT,09-21-2015,$44.11
MSFT,09-18-2015,$43.48
MSFT,09-17-2015,$44.25
MSFT,09-16-2015,$44.30
MSFT,09-15-2015,$43.98
MSFT,09-14-2015,$43.04
MSFT,09-11-2015,$43.48
MSFT,09-10-2015,$43.29
MSFT,09-09-2015,$43.07
MSFT,09-08-2015,$43.89
MSFT,09-04-2015,$42.61
MSFT,09-03-2015,$43.50
MSFT,09-02-2015,$43.36
MSFT,09-01-2015,$41.82
MSFT,08-31-2015,$43.52
MSFT,08-28-2015,$43.93
MSFT,08-27-2015,$43.90
MSFT,08-26-2015,$42.71
MSFT,08-25-2015,$40.47
MSFT,08-24-2015,$41.68
MSFT,08-21-2015,$43.07
MSFT,08-20-2015,$45.66
MSFT,08-19-2015,$46.61
MSFT,08-18-2015,$47.27
MSFT,08-17-2015,$47.32
MSFT,08-14-2015,$47.00
MSFT,08-13-2015,$46.73
MSFT,08-12-2015,$46.74
MSFT,08-11-2015,$46.41
MSFT,08-10-2015,$47.33
MSFT,08-07-2015,$46.74
MSFT,08-06-2015,$46.62
MSFT,08-05-2015,$47.58
MSFT,08-04-2015,$47.54
MSFT,08-03-2015,$46.81
MSFT,07-31-2015,$46.70
MSFT,07-30-2015,$46.88
MSFT,07-29-2015,$46.29
MSFT,07-28-2015,$45.34
MSFT,07-27-2015,$45.35
